player_id,name,nationality,club,league,season,era,positions,goals,npxG,shots,shots_on_target,xG_per_shot,big_chances,assists,xA,key_passes,through_balls,chances_created,progressive_passes,progressive_carries,carries_into_box,passes_into_box,touches,possession_won,possession_lost,tackles,interceptions,blocks,clearances,pressures,counterpressures,saves,save_percentage,goals_prevented,possession_value,ball_progression_value,attacking_value,defensive_value,minutes,position_role,position_group,attack_score,creation_score,progression_score,defense_score,goalkeeper_score,attack_norm,creation_norm,progression_norm,defense_norm,goalkeeper_norm,AttackIoG,CreationIoG,ProgressionIoG,DefensiveIoG,GoalkeeperIoG,iog_raw,iog,position_percentile,rank_tier
43007,Mauro Daniel Rodrigues Teixeira,,Guinea-Bissau,African Cup of Nations,2023,2020s,['LW' 'RW'],0,0.06100149,2,0,0.030500745,0,0,0.0,0,0,38,0,0,8,9,0,4,9,0,4,2,0,20,0,0,0.0,0.0,-2.1999999999999993,21.2,0.079301937,16.8,78,WINGER,WINGER,0.15860387399999998,41.800000000000004,23.6,20.0,0.0,-0.7073351720117149,-0.4497512239714776,0.03845973997726452,-0.3584228343683627,-0.9171109372850345,5.807422889051541,15.630740006942473,20.145570233494446,22.434429643434996,10.119642522302302,-0.38887589712078224,38.793103448275865,38.362760834670944,Top 50%
7023,Franck Yannick Kessié,,Côte d'Ivoire,African Cup of Nations,2023,2020s,['CB' 'CDM' 'CM'],3,2.139116852,11,0,0.19446516836363636,0,1,0.0,0,0,244,0,0,23,18,0,4,38,0,4,10,7,89,0,4,100.0,0.0,-19.6,51.5,8.180851907600001,65.6,130,CM,CM,12.011591906036363,270.90000000000003,58.400000000000006,76.4,190.0,5.637884027580345,2.5742648331936424,3.6846804253710297,2.1007394294213553,1.9745283332753347,75.78250072507203,53.04189584914016,65.54677229922201,63.14239721203055,60.49058868468644,3.3277480888592756,100.0,100.0,Elite
7713,Obite Evan Ndicka,,Côte d'Ivoire,African Cup of Nations,2023,2020s,['CB'],0,0.42781618,7,0,0.061116597142857144,0,0,0.0,0,0,449,0,0,0,1,0,1,43,0,1,13,29,48,0,1,100.0,0.0,-25.0,1.2,0.556161034,64.3,121,CB,CB,0.9289722765714286,493.90000000000003,1.2,72.3,182.5,-0.16674973792236783,3.4182883568020346,-0.2227303665992334,1.6192311074013064,2.555869976991217,11.768999099035419,63.4836048147319,16.89334119158502,55.17170514122986,70.6172766625717,1.160048379308877,92.64705882352942,91.76470588235294,Top 95%
196109,Ousmane Diomande,,Côte d'Ivoire,African Cup of Nations,2023,2020s,['CB'],0,0.021223348,1,0,0.021223348,0,0,0.0,0,0,122,0,0,0,0,0,0,9,0,0,3,4,16,0,0,0.0,0.0,-5.3999999999999995,0.0,0.0275903524,14.6,99,CB,CB,0.0679147136,134.20000000000002,0.0,16.6,0.0,-0.48318342355681,-0.2606266638799377,-0.6513812608090788,-0.9844622665716039,-0.39056257428244795,8.2793683887784,17.97046580780496,11.555961053944138,12.071228614350433,19.291858266749205,-0.7786805705603266,19.11764705882353,18.529411764705884,Top 25%
36539,Wilfried Stephane Singo,,Côte d'Ivoire,African Cup of Nations,2023,2020s,['CB' 'RB'],0,0.231503863,5,0,0.0463007726,0,0,0.0,0,0,215,0,0,12,20,0,7,37,0,7,3,18,36,0,1,100.0,0.0,-16.599999999999998,39.6,0.3009550219,45.6,123,FB,FB,0.51856865312,236.50000000000003,43.2,53.099999999999994,182.5,-0.10342016272701553,1.1602125206288214,1.4213790571095493,0.727329008650176,2.788866755113584,12.46739765930924,35.54816220674172,37.36509828050305,40.40752213267504,74.67596693085552,0.9737483108689666,86.07594936708861,85.45918367346938,Top 90%
10039,Ghislain Konan,,Côte d'Ivoire,African Cup of Nations,2023,2020s,['LB' 'LWB'],0,0.052294273,1,0,0.052294273,0,0,0.0,0,0,378,0,0,2,2,0,8,59,0,8,12,15,66,0,0,0.0,0.0,-29.0,5.0,0.0679825549,68.1,122,FB,FB,0.16734167360000002,415.8,5.6,78.6,0.0,-0.3419540346164668,2.976351752021705,-0.3934697871297064,1.7079234992978667,-0.35856858280031795,9.836846101206282,58.016253160088915,14.767365941885588,56.63988276662265,19.849177998457595,1.0211337462015504,87.34177215189874,86.73469387755102,Top 90%
4909,Jeremie Boga,,Côte d'Ivoire,African Cup of Nations,2023,2020s,['LW' 'LWB' 'RW' 'RWB' 'ST'],0,0.078778915,1,0,0.078778915,0,0,0.0,0,0,81,0,0,10,6,0,0,17,0,0,3,1,12,0,0,0.0,0.0,-10.2,20.2,0.10241258950000001,9.9,94,ST,ST,0.25209252800000004,89.10000000000001,23.2,11.2,0.0,-0.7713243278479364,1.3894573206748138,0.3513350023954326,-0.6895610274747844,-1.1452586134999518,5.101750473417939,38.384229469087536,24.04136103609661,16.95290326179391,6.145421244878711,-0.05864185116208596,58.108108108108105,57.668711656441715,Top 75%
43072,Jean-Philippe Krasso,,Côte d'Ivoire,African Cup of Nations,2023,2020s,['CAM' 'LB' 'ST'],1,0.6698848179999999,7,0,0.09569783114285713,0,0,0.0,0,0,39,0,0,18,11,0,1,12,0,1,5,6,39,0,1,100.0,0.0,-6.3999999999999995,36.6,2.6708502633999998,31.1,97,ST,ST,3.9546070333714285,42.900000000000006,42.0,35.9,182.5,0.06317680038419206,0.02203837138926941,1.5493184713477022,0.6936475392706187,0.8446696689467318,14.30462898170404,21.467413405202983,38.95814590410565,39.84997284715018,40.809001658456026,0.30733698072430926,71.62162162162163,71.16564417177914,Top 75%
18651,Carlos Manuel Cardoso Mané,,Guinea-Bissau,African Cup of Nations,2023,2020s,['CM' 'LW'],0,0.0,0,0,0.0,0,0,0.0,0,0,24,0,0,0,1,0,0,6,0,0,1,0,13,0,0,0.0,0.0,-3.5999999999999996,1.2,0.0,7.5,98,WINGER,WINGER,0.0,26.400000000000002,1.2,8.8,0.0,-0.7680648726748787,-0.6907047947796132,-0.9151069428178137,-0.8649085276589618,-0.9171109372850345,5.137695745324762,12.649819463588038,8.272160096211561,14.05027237165832,10.119642522302302,-0.7938116530983836,12.068965517241379,11.717495987158909,Top 25%
25056,Marcelo Amado Djaló Taritolay,,Guinea-Bissau,African Cup of Nations,2023,2020s,['CB'],0,0.041957658,1,0,0.041957658,0,0,0.0,0,0,73,0,0,0,1,0,2,10,0,2,3,7,14,0,0,0.0,0.0,-4.4,1.2,0.054544955400000004,18.7,95,CB,CB,0.1342645056,80.30000000000001,1.2,21.4,0.0,-0.4588002578702027,-0.8119013917497134,-0.2227303665992334,-0.7600865359599348,-0.39056257428244795,8.548265941902905,11.150454152332728,16.89334119158502,15.785452803381334,19.291858266749205,-0.6008003513897642,26.47058823529412,25.882352941176475,Top 50%
36552,Ouparine Djoco,,Guinea-Bissau,African Cup of Nations,2023,2020s,['GK'],0,0.0,0,0,0.0,0,0,0.0,0,0,38,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.0,0.0,-5.3999999999999995,0.0,0.0,0.0,97,GK,GK,0.0,41.800000000000004,0.0,0.0,0.0,-0.24833224525713826,-0.8873859919606145,0.0,-0.6396021490668314,0.0,10.869307201681378,10.216607873479514,19.66668577290822,17.779902127196255,26.095267876832047,-0.09594032236002471,61.29032258064516,12.025316455696203,Top 25%
36629,Yahia Fofana,,Côte d'Ivoire,African Cup of Nations,2023,2020s,['GK'],0,0.0,0,0,0.0,0,0,0.0,0,0,147,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0.0,0.0,-23.4,0.0,0.0,0.0,129,GK,GK,0.0,161.70000000000002,0.0,0.0,0.0,-0.24833224525713826,0.8356067435136619,0.0,-0.6396021490668314,0.0,10.869307201681378,31.532351084919412,19.66668577290822,17.779902127196255,26.095267876832047,-0.09594032236002471,61.29032258064516,12.025316455696203,Top 25%
3481,Serge Aurier,,Côte d'Ivoire,African Cup of Nations,2023,2020s,['RB'],1,0.8063846259999999,2,0,0.40319231299999997,0,0,0.0,0,0,202,0,0,25,24,0,6,38,0,6,9,6,34,0,0,0.0,0.0,-18.0,61.3,2.8483000138000003,38.6,128,FB,FB,4.596600027599999,222.20000000000002,68.8,44.4,0.0,2.666152421847125,1.0153670604563827,2.657020823400106,0.3927732412527288,-0.35856858280031795,43.010244341507956,33.756228572425684,52.75078838339151,34.8694226222694,19.849177998457595,1.5371165769044812,93.67088607594937,93.11224489795919,Top 95%
